Symbol,Price Level,Note,Foreground Color,Background Color,Text Alignment,DIAMETER, DRAW_NOTE_PRICE_HORIZONTAL_LINE
AAPL@DXFEED,307.49,Day High 307.49,#ffffff,#FF0000,left,2,TRUE
AAPL@DXFEED,304.61,Day Low 304.61,#ffffff,#FF0000,center,1,TRUE
AAPL@DXFEED,314.81,Prev Day High 314.81,#ffffff,#FF0000,right,3,TRUE
AAPL@DXFEED,310.74,Prev Day Low 310.74,,,,,
AAPL@DXFEED,300,Put Wall 300,,,,,
AAPL@DXFEED,310,Call Wall 310,,,,,
AAPL@DXFEED,300,Key Gamma Strike 300,,,,,
AAPL@DXFEED,300,Key Delta Strike 300,,,,,
